week_ending_date,demographic,vaccination_coverage_status,pregnancy_status_at_vaccination,estimate,denominator,race_order,figure_id,preg_vac_order
2021-10-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,43.5,101246,1,1,1
2021-10-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,45.1,101207,1,1,1
2021-11-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,46.8,101361,1,1,1
2021-11-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,48.3,101487,1,1,1
2021-11-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,49.9,101537,1,1,1
2021-11-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,51.3,101778,1,1,1
2021-12-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,52.7,102108,1,1,1
2021-12-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,54,101925,1,1,1
2021-12-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,55.4,102046,1,1,1
2021-12-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,56.7,101941,1,1,1
2022-01-01T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,57.9,102144,1,1,1
2022-01-08T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,59,102176,1,1,1
2022-01-15T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,60,102140,1,1,1
2022-01-22T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,61,102076,1,1,1
2022-01-29T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,61.9,102185,1,1,1
2022-02-05T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,62.8,102404,1,1,1
2022-02-12T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,63.5,102318,1,1,1
2022-02-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,64.1,102158,1,1,1
2022-02-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,64.7,102250,1,1,1
2022-03-05T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,65.1,102305,1,1,1
2022-03-12T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,65.6,102234,1,1,1
2022-03-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,66,102132,1,1,1
2022-03-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,66.4,102044,1,1,1
2022-04-02T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,66.7,101916,1,1,1
2022-04-09T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67,101836,1,1,1
2022-04-16T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67.3,101844,1,1,1
2022-04-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67.6,101838,1,1,1
2022-04-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,67.9,101818,1,1,1
2022-05-07T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.2,101806,1,1,1
2022-05-14T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.4,101657,1,1,1
2022-05-21T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,68.7,101596,1,1,1
2022-05-28T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69,101453,1,1,1
2022-06-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.2,101248,1,1,1
2022-06-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.5,101227,1,1,1
2022-06-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.6,101178,1,1,1
2022-06-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.8,101270,1,1,1
2022-07-02T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,69.9,101364,1,1,1
2022-07-09T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70,101381,1,1,1
2022-07-16T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.1,101607,1,1,1
2022-07-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.2,101548,1,1,1
2022-07-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.3,101475,1,1,1
2022-08-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.4,101515,1,1,1
2022-08-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.4,101408,1,1,1
2022-08-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.4,101419,1,1,1
2022-08-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.5,101347,1,1,1
2022-09-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.6,101149,1,1,1
2022-09-10T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.6,100842,1,1,1
2022-09-17T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.7,100832,1,1,1
2022-09-24T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.7,100885,1,1,1
2022-10-01T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.7,100903,1,1,1
2022-10-08T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.8,101037,1,1,1
2022-10-15T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.9,101436,1,1,1
2022-10-22T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71,101932,1,1,1
2022-10-29T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71,102400,1,1,1
2022-11-05T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102759,1,1,1
2022-11-12T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102937,1,1,1
2022-11-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,103142,1,1,1
2022-11-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102794,1,1,1
2022-12-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102932,1,1,1
2022-12-10T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,102461,1,1,1
2022-12-17T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102445,1,1,1
2022-12-24T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102294,1,1,1
2022-12-31T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102051,1,1,1
2023-01-07T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102268,1,1,1
2023-01-14T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102234,1,1,1
2023-01-21T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102047,1,1,1
2023-01-28T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,101871,1,1,1
2023-02-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,101644,1,1,1
2023-02-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,101282,1,1,1
2023-02-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,100858,1,1,1
2023-02-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,100257,1,1,1
2023-03-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.3,99665,1,1,1
2023-03-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.3,98855,1,1,1
2023-03-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.3,97960,1,1,1
2023-03-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,96831,1,1,1
2023-04-01T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,95338,1,1,1
2023-04-08T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,93718,1,1,1
2023-04-15T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,91606,1,1,1
2023-04-22T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,89003,1,1,1
2023-04-29T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,86174,1,1,1
2023-05-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,83188,1,1,1
2023-05-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,79925,1,1,1
2023-05-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,76756,1,1,1
2023-05-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,73590,1,1,1
2023-06-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,70671,1,1,1
2020-12-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,102081,1,1,3
2020-12-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,102733,1,1,3
2021-01-02T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,103439,1,1,3
2021-01-09T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,103890,1,1,3
2021-01-16T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,104250,1,1,3
2021-01-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,104326,1,1,3
2021-01-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.4,104623,1,1,3
2021-02-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2,104946,1,1,3
2021-02-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.6,104927,1,1,3
2021-02-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.2,105005,1,1,3
2021-02-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.6,105186,1,1,3
2021-03-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4,105374,1,1,3
2021-03-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.7,105426,1,1,3
2021-03-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.6,105416,1,1,3
2021-03-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.9,105411,1,1,3
2021-04-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,8.1,105268,1,1,3
2021-04-10T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,10,105282,1,1,3
2021-04-17T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,12.1,105334,1,1,3
2021-04-24T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,14.3,105124,1,1,3
2021-05-01T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.1,105018,1,1,3
2021-05-08T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.7,104992,1,1,3
2021-05-15T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.7,104992,1,1,3
2021-05-22T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.6,105044,1,1,3
2021-05-29T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.1,104914,1,1,3
2021-06-05T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.2,104718,1,1,3
2021-06-12T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.4,104721,1,1,3
2021-06-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.4,104629,1,1,3
2021-06-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.1,104633,1,1,3
2021-07-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.9,104400,1,1,3
2021-07-10T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.6,104178,1,1,3
2021-07-17T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.2,104033,1,1,3
2021-07-24T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.8,103905,1,1,3
2021-07-31T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.4,103746,1,1,3
2021-08-07T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.9,103612,1,1,3
2021-08-14T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.6,103349,1,1,3
2021-08-21T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.4,103173,1,1,3
2021-08-28T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.2,102762,1,1,3
2021-09-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17,102509,1,1,3
2021-09-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.1,102196,1,1,3
2021-09-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.3,102038,1,1,3
2021-09-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.3,101757,1,1,3
2021-10-02T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17,101559,1,1,3
2021-10-09T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.5,101430,1,1,3
2021-10-16T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,15.8,101314,1,1,3
2021-10-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,15.2,101246,1,1,3
2021-10-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,14.4,101207,1,1,3
2021-11-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,13.7,101361,1,1,3
2021-11-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,12.8,101487,1,1,3
2021-11-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,11.9,101537,1,1,3
2021-11-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,11.1,101778,1,1,3
2021-12-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,10.3,102108,1,1,3
2021-12-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,9.4,101925,1,1,3
2021-12-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,8.6,102046,1,1,3
2021-12-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,7.9,101941,1,1,3
2022-01-01T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,7.3,102144,1,1,3
2022-01-08T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.7,102176,1,1,3
2022-01-15T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.2,102140,1,1,3
2022-01-22T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.8,102076,1,1,3
2022-01-29T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.4,102185,1,1,3
2022-02-05T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.1,102404,1,1,3
2022-02-12T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.8,102318,1,1,3
2022-02-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.6,102158,1,1,3
2022-02-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.4,102250,1,1,3
2022-03-05T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.1,102305,1,1,3
2022-03-12T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.9,102234,1,1,3
2022-03-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.7,102132,1,1,3
2022-03-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.4,102044,1,1,3
2022-04-02T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.2,101916,1,1,3
2022-04-09T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3,101836,1,1,3
2022-04-16T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.8,101844,1,1,3
2022-04-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.6,101838,1,1,3
2022-04-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.4,101818,1,1,3
2022-05-07T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.2,101806,1,1,3
2022-05-14T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2,101657,1,1,3
2022-05-21T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.8,101596,1,1,3
2022-05-28T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.6,101453,1,1,3
2022-06-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.4,101248,1,1,3
2022-06-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.3,101227,1,1,3
2022-06-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.2,101178,1,1,3
2022-06-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.1,101270,1,1,3
2022-07-02T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1,101364,1,1,3
2022-07-09T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,101381,1,1,3
2022-07-16T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,101607,1,1,3
2022-07-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.8,101548,1,1,3
2022-07-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.8,101475,1,1,3
2022-08-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.7,101515,1,1,3
2022-08-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,101408,1,1,3
2022-08-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,101419,1,1,3
2022-08-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.5,101347,1,1,3
2022-09-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.5,101149,1,1,3
2022-09-10T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.5,100842,1,1,3
2022-09-17T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.4,100832,1,1,3
2022-09-24T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.4,100885,1,1,3
2022-10-01T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.4,100903,1,1,3
2022-10-08T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.3,101037,1,1,3
2022-12-24T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.1,15051,2,2,NULL
